Argument ID	Conclusion	Stance	Premise	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Power: dominance	Power: resources	Face	Security: personal	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance	Universalism: objectivity
A23305	We should adopt an austerity regime	against	we should not  adopt an austerity regime because it will harm a good process.	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0
A23307	We should adopt a multi-party system	against	more parties will create a more convoluted political system	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1
A23308	We should subsidize space exploration	in favor of	Space exploration should be subsidized because the information learned from it could provide useful to our planet.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1
A23310	We should stop the development of autonomous cars	in favor of	these cars are too unpredictable and unsafe	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1
A23314	We should ban cosmetic surgery for minors	against	bullying and insecurities are rampant in a teenagers world. it has very serious effects. if a little bit of plastic surgery would solve this, it should be allowed. it's worth it to prevent major emotional pain.	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
A23315	We should ban private military companies	in favor of	the military is the last thing that should be profit driven, reliance on such companies can invoke catastrophe.	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
A23319	We should cancel pride parades	against	We should not cancel pride parades as they provide a great focal point to celebrate and help others to understand the diversity of society.	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1
A23320	We should abolish capital punishment	in favor of	the capital punishment is a setback of the current civilization	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
A23322	We should ban telemarketing	against	It is time saving. You can reach a large number prospects much faster than a sales representative on foot.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A23325	We should oppose collectivism	against	We should support collectivism because it leads to more investment in the community and more growth in the long term.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A23327	We should adopt a multi-party system	against	multi-party systems lead to more corruption and wasted campaign dollars.	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0
A23331	We should subsidize student loans	in favor of	we should subsidize students loans so that more kids can get a better education, they are the future after all and we will need doctors, engineers, scientists, etc.	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1
A23333	We should abolish the Olympic Games	in favor of	the games serve no positive purpose. there are world games and high level competitions in most sports which make the olympics obsolete. they are also a financial albatross to the country that holds them.	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0
A23338	We should adopt gender-neutral language	against	we should not adopt this, it would be confusing to young children. the way we've done things still works and there's no need to change it.	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
A23339	We should fight for the abolition of nuclear weapons	against	the threat of nuclear weapons can keep some of the more radical governments in check.	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0
A23345	We should subsidize space exploration	in favor of	space exploration is needed to further our nations scientific knowledge. it should be supported by government. there is no profit in it but is vital to our nation and should be undertaken with public dollars.	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
A23350	We should abolish intellectual property rights	in favor of	we should abolish intellectual property rights because it create more laws from the copyrights and keeping it protected	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A23360	We should abolish intellectual property rights	against	intellectual property rights protect someone's research and hard work ensuring that they can be recognized and recompensed for their efforts.	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
A23363	We should fight for the abolition of nuclear weapons	in favor of	nuclear weapons are expensive to maintain	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A23366	We should abolish intellectual property rights	in favor of	we should have free and open discourse of all ideas.  intellectual property prevents this and stunts our collective growth.	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A23369	We should prohibit school prayer	in favor of	school is for learning and teaching and anything else apart from that is just wrong.	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
A23374	We should subsidize space exploration	in favor of	space exploration is needed to see how space can affect us here	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A23376	We should ban cosmetic surgery for minors	in favor of	cosmetic surgery is something that is life long.  which is why minors, who's brains are not fully matured yet, don't have the ability to truly make such a decision for themselves.	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1
A23381	We should adopt a multi-party system	in favor of	a multi-party system allows for the airing of more viewpoints and would require politicians to build coalitions and compromise in order to get things accomplished.	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0
A23386	We should subsidize space exploration	against	the space exploration can be private and get money from private funds, why should we keep it?	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A23392	We should abolish the three-strikes laws	against	The three-strikes law gives victims peace of mind that the person who perpetuated a crime against them won't one day return and harm them again.	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0
A23393	We should abolish zoos	in favor of	zoo's are horrid places that keep animals in tiny cages and then charges the public high prices to see them.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
A23395	We should subsidize student loans	in favor of	student loan debt is an enormous pressure on working people, and should be subsidized.	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A23401	We should subsidize journalism	in favor of	Journalism is a vital source of real information and news to make sure people are properly informed about the world so subsidizing it would help ensure that it continues without bias.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
A23402	We should ban algorithmic trading	against	algorithmic trading helps people trade with a smaller risk of financial losses.	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
A23406	We should ban cosmetic surgery for minors	against	minors should have a choice in what to do with their bodies	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A23407	We should ban the Church of Scientology	in favor of	it is basically a cult that steals money from naive people.	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0
A23410	We should fight for the abolition of nuclear weapons	against	nuclear weapons are important in the fight against those who want to hurt their enemies	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A23411	We should limit executive compensation	against	by providing a high compensation to the executives of a company you can get a higher quality employee and the business will make more money. therefore we should not limit their pay.	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A23416	We should adopt libertarianism	against	libertarianism runs roughshod over every collective and communal human right and entitlement.  privileged individuals prosper whilst the rest of society suffers. it should most definitely not be adopted	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
A23421	We should legalize prostitution	in favor of	this is a profession that has been going on for thousands of years so we should finally recognize it as a real job for women	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0
A23426	We should abolish intellectual property rights	in favor of	intellectual property rights stifle growth and information by stopping the free-flowing of ideas.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A23428	We should ban missionary work	against	missionary work is important as it brings relgion to new countries.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A23429	We should subsidize journalism	in favor of	Newspapers and magazines are currently struggling and need subsidization to stay solvent.	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
A23431	We should subsidize Wikipedia	in favor of	wikipedia provides information that is free and easy to get on any subject	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
A23437	We should adopt an austerity regime	against	an austerity regime promotes the continuation and growth of a country's debt which allows dependence on others instead of addressing and repairing issues of a particular country preventing self-growth.	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A23439	We should ban human cloning	against	human cloning can give us medical breakthroughs	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
A23440	We should adopt a zero-tolerance policy in schools	against	We should not adopt a zero-tolerance policy in schools- children need more tolerance in their lives in order to flourish, and creating a zero-tolerance policy will cause harm and suffering.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
A23443	We should end mandatory retirement	in favor of	mandatory retirement forces people to end careers before they are ready	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A23447	We should stop the development of autonomous cars	against	globally, over 1 million people die a year in car crashes.   to be able to have self driving safe cars that save that many lives a year would be outstanding.   robots and self driving cars are the future.	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
A23451	We should adopt a multi-party system	against	a multi-party system could add more complexity and create situations where issues become impossible to resolve.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A23452	We should ban targeted killing	against	evil has penetrated society, and there are times when there is no other way out to eradicate it than to resort to force, evil can not be overcome with discourses, it is necessary to fight fire with fire.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A23454	We should adopt an austerity regime	in favor of	an austerity regime helps to balance the nation's budget and reduce national debt.	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0
A23455	We should abolish capital punishment	against	Giving a killer the death sentence will stop them  doing it again	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A23456	We should adopt an austerity regime	in favor of	Austerity regime is important for maintaining only important spending from government when their is lack of economic growth in the country. It helps in cutting useless spending and revitalize the economy	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0
A23461	We should ban private military companies	in favor of	private companies have less strict guidelines and less oversight which makes them careless	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0
A23462	We should subsidize embryonic stem cell research	in favor of	it can help cure diseases & the research looks promising	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
A23466	We should ban telemarketing	against	telemarketing is a valid means of advertising and is not dangerous for the people	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A23468	We should adopt an austerity regime	against	juggling debt in never a good option compared to paying it off properly.	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1
A23471	We should legalize prostitution	in favor of	some women have no other way to support themselves and their children	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0
A23479	We should ban the Church of Scientology	in favor of	the church of scientology is a corrupt organization that preaches extreme values and is detrimental to society.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
A23481	We should subsidize Wikipedia	in favor of	wikipedia is the only free source of information with references that's guaranteed to be accurate. it's needed, especially for those who can't afford anything else.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
A23485	We should end the use of economic sanctions	against	economic sanctions help our country.	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A23493	We should ban the use of child actors	in favor of	we should ban the use of child actors as they should be concentrating on getting an education first	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A23494	We should subsidize space exploration	in favor of	space exploration may be of tremendous benefit to mankind but isn't practical for private enterprise to fund because of the enormous costs involved	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1
A23495	We should end the use of economic sanctions	against	economic sanctions keep people from doing bad by costing them precious money	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0
A23498	We should ban human cloning	against	human cloning shows us pushing the boundaries of science to their fullest potential.  think of all we can learn if we perfect cloning.  it shows how far man has come and can continue to go.	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
A23500	We should ban human cloning	against	it would help in research for breakthroughs in health	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
A24011	We should legalize prostitution	in favor of	legitimate prostitutes as in those not forced into the trade are hurting no one and simply providing pleasure at a cost.  pleasure that some people can't get obtain any other way.	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
A24016	We should legalize cannabis	in favor of	legalized cannabis can be more closely regulated and taxed. it makes it safer than illegal weed and helps provide tax dollars.	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0
A24019	We should abolish the Olympic Games	in favor of	the olympic games are a hugely expensive enterprise to host, and history is littered with countries left financially broken in the aftermath.	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A24033	We should subsidize journalism	in favor of	journalism needs diversitiy desperately because only six corporations control ninety percent of all media.	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
A24039	We should adopt libertarianism	against	Libertarianism would lead to crumbling infrastructure without taxes to fund the government.	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A24044	We should ban human cloning	against	human cloning could lead to scientific breakthroughs that could solve many of the world's problems.	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A24048	We should ban targeted killing	against	targeted killing streamlines combat operations in order to only inflict the casualties necessary.	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
A24049	We should ban algorithmic trading	in favor of	algorithmic trading has been reported as one of the main causes of the greatest fall in the dow in decades	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
A24052	We should introduce compulsory voting	in favor of	compulsory voting will represent all of the people not only those who already vote	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
A24053	We should ban the use of child actors	against	child actors don't miss out on school as they often have a tutor on the set	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
A24059	We should adopt a multi-party system	in favor of	a key advantage of a multi-party system is that voters have a choice of which political party they can choose to elect.	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A24061	We should oppose collectivism	against	sometimes it's easier to get one's voice across if the voice is heard as a group	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0
A24063	We should limit executive compensation	against	there should not be a limit to executive compensation, they deserve to be compensated based on the profits of the company.	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A24066	We should end the use of economic sanctions	against	by imposing economic sanctions against a country you will force them to change the way they are doing things because it creates a hardship for the citizens who will in turn rebel against the government	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
A24071	We should abolish intellectual property rights	against	if someone invents something they should be able to profit from it	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
A24072	We should subsidize student loans	against	graduates earn more over a lifetime than their peers, this gives them plenty of opportunity to repay their debts.	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0
A24075	We should end mandatory retirement	against	Many jobs, like airplane pilots and doctors, are tasked with they physical safety of hundred of others. Companies have an obligation to make sure people holding those positions are the most capable, which old age threatens.	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
A24079	We should subsidize space exploration	in favor of	space exploration should be subsidized as it will benefit us in the future with technology advancements.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A24085	We should adopt a zero-tolerance policy in schools	in favor of	adopting a zero tolerance in schools will help reduce the amount of bullying that happens.	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24091	We should adopt a multi-party system	in favor of	more political parties give people more of a choice to support what they believe in.	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A24092	We should ban algorithmic trading	in favor of	algorithmic trading gives some people an unfair advantage	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0
A24093	We should end mandatory retirement	against	people simply can't compete with others in the same professional setting once they reach a certain age, mandatory retirement is necessary for fair competition in a limited job market	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A24099	We should abolish capital punishment	against	the punishment should be equal to the crime. it also might deter others from murder if they know they will lose their own life.	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A24103	We should abolish zoos	against	Zoos are a great way for people to learn about animals	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A24105	We should abolish intellectual property rights	in favor of	we should abolish intellectual property rights as the law is very complex and it is very easy to infringe copyright.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A24107	We should oppose collectivism	in favor of	collectivism does not allow one person to stand out from the others, which can be negative	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A24113	We should ban factory farming	against	factory farming is necessary to sustain the current population level and is needed in order to make farming profitable at this time in history.	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0
A24115	We should abolish intellectual property rights	in favor of	we need to do away with intellectual property rights so it doesn't slow down innovation	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A24117	We should subsidize journalism	in favor of	we should subsidize journalism because we need people to accurately and thoroughly cover events around the world. the government has historically aided journalism without bias.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
A24127	We should legalize prostitution	in favor of	legalizing prostitution would allow the government to regulate prostitution and make it safer.	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A24137	We should limit judicial activism	in favor of	judicial activism allows judges to argue their own views instead of making decisions based on existing constitutional law.	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A24138	We should adopt libertarianism	against	libertarianism is a form of selfishness which promotes the rights of the individual over the rights of everyone.	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
A24140	We should stop the development of autonomous cars	in favor of	autonomous cars rely on computer software, so like any computer controlled device, they are susceptible to being hacked	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
A24141	We should ban missionary work	against	we should not ban missionary work because a lot of progress has been made because of it in poor countries.	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
A24149	We should subsidize embryonic stem cell research	in favor of	embryonic stem cell research could potentially save millions of lives and needs  as much support as it can get.	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
A24150	We should ban human cloning	against	we should allow scientists to continue to try to clone humans.  just as medical treatments have progressed in the world who can predict what types of improvements in ending disease could occur.	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
A24154	We should limit executive compensation	in favor of	the people doing the real work are the regular associates and executives shouldn't get rewarded for someone else's work	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
A24155	We should subsidize student loans	in favor of	for some students taking a student loan is the only way to afford studying	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A24157	We should ban algorithmic trading	in favor of	Algorithmic trading will put many stock brokers and analysts out of business.	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A24160	We should adopt an austerity regime	in favor of	adopting an austerity regime is the best way for the country to reduce its huge debt	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1
A24165	We should legalize organ trade	in favor of	we should legalize organ trade because it will be better monitored than having organs being sold on the black market	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A24166	We should limit judicial activism	in favor of	judicial activism should be limited because law making is best done by the legislative and executive branches of government	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24175	We should fight for the abolition of nuclear weapons	in favor of	Nuclear weapons are an expensive to build and maintain. These resources could be put to better use.	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0
A24177	We should abolish intellectual property rights	against	intellectual property rights are vital to ensure those taking the initial financial risks with new concepts are ultimately those who experience the greatest reward, and don't see there work misappropriated.	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
A24178	We should ban cosmetic surgery	against	cosmetic surgery can help people with self esteem issues	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0
A24180	We should abandon the use of school uniform	against	school uniforms keep school from becoming a fashion show.	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0
A24186	We should ban private military companies	against	if a private military company sends it's employees to dangerous places then it saves the lives of soldiers who won't be sent there	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0
A24193	We should adopt a multi-party system	in favor of	the multi-party system offers voters more choices that may get more people involved in politics	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A24194	We should limit executive compensation	against	Executive level employees have worked hard to achieve the level they have  and should be compensated for this.	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
A24195	We should subsidize space exploration	against	Subsidies are a zero sum game, by subsidizing space exploration we are neglecting more important fields such as education or affordable housing.	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1
A24196	We should ban the use of child actors	in favor of	children are far too easy to exploit and they sometimes end up being far too precocious at an early age due to fame and all it brings.	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0
A24199	We should introduce compulsory voting	in favor of	compulsory voting gives everyone in society their say in politics	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A24207	We should adopt gender-neutral language	in favor of	the old days of labeling careers as a mailman, etc are sexist and outdated.  women can do anything men can, and adopting a gender neutral language would reinforce that concept.	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
A24208	We should ban targeted killing	against	in a certain way, the selective assassination in politics is beneficial for countries that have this, as a means to alleviate their problems	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
A24215	We should limit executive compensation	against	High executive compensation is necessary to get the best executives for your company	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A24220	We should legalize prostitution	in favor of	by legalizing prostitution we would be making it safer for the prostitute by taking control away from the violent crime organizations	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0
A24222	We should stop the development of autonomous cars	in favor of	autonomous cars can make driving more dangerous since their programming can not cover every conceivable instance.	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
A24223	We should subsidize embryonic stem cell research	in favor of	we should subsidize embryonic stem cell research if we want to further medical advancements.	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
A24227	We should subsidize Wikipedia	in favor of	this site has proven very popular and useful for those looking for information	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
A24229	We should limit executive compensation	against	executives work hard for their companies and should be compensated accordingly.	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0
A24232	We should stop the development of autonomous cars	against	autonomous cars will bring mobility to the disabled.	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
A24240	We should legalize cannabis	in favor of	it will stop people from buying the drug from the streets, it will also mean that regulations are put in place to ensure the quality of the drug is safe to use, it will also increase tax revenue.	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0
A24242	We should ban targeted killing	against	we shouldn't ban targeted killing because it is a legitimate tool in foreign wars to take out the biggest enemies. we need to use all the tools available to us.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A24243	We should introduce compulsory voting	against	we should not introduce compulsory voting because some people that are unable to read and or write will be voting	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A24247	We should end mandatory retirement	in favor of	There is nothing about a younger workforce that is inherently better, and qualified young people will still be able to get jobs without a policy of mandatory retirement.	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
A24253	We should adopt libertarianism	against	libertarianism should not be adopted as rules are needed to ensure law and order and the continued status quo.	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0
A24254	We should ban telemarketing	against	telemarketing provides jobs. the economy is already unstable and lacking jobs. what are these people supposed to do if their job is banned? no one forces you to talk to them. just hang up.	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0
A24262	We should end the use of economic sanctions	against	without the use of economic sanctions a country has very little way of objecting to another country's actions without resorting to violence.	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A24265	We should adopt a multi-party system	in favor of	a multi-party system allows for more unqualified people to get into the race	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0
A24278	We should legalize cannabis	in favor of	legal marijuana can add millions of dollars in federal taxes paid by cannabis businesses	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
A24286	We should adopt an austerity regime	in favor of	our debt has become so outrageous that an austerity program might be the only way out.	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1
A24291	We should stop the development of autonomous cars	in favor of	autonomous cars will never work and the development of said cars should be stopped. there are too many complex situations that will cause more crashes than what is currently happening.	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
A24293	We should ban human cloning	against	This could provide organs for transplant patients in dire need as well as many other medical advancements.	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A24296	We should legalize sex selection	in favor of	parents should be able to utilize any technological advances they wish in order to build their ideal family.	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A24311	We should abolish the Olympic Games	in favor of	they are expensive to whoever hosts them	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A24321	We should introduce compulsory voting	in favor of	all citizens should be compelled to vote to voice their opinion on who should be our elected leaders. apathy in selecting our political leaders is detrimental to our society.	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0
A24324	We should adopt gender-neutral language	in favor of	gender-neutral language is simpler and more straight forward and respects all genders without bias.	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1
A24327	We should subsidize Wikipedia	in favor of	subsidization would improve the reach and dissemination of wikipedia's information, enabling translation into more marginal languages for example.	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1
A24329	We should subsidize space exploration	against	space exploration should not be subsidized because it is not affordable. there is not enough money available in mostcountries to even support health care and security without space exploration too.	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0
A24330	We should subsidize journalism	against	the is enough money in journalism already, and funds available through subsidies should be redirected towards more worthwhile causes such as healthcare.	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A24335	We should ban the Church of Scientology	in favor of	we should ban the church of scientology as people may not recognise it as a true religion	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0
A24342	We should legalize sex selection	in favor of	parents should be able to chose the sex of their children.	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A24357	We should ban telemarketing	against	With telemarketing, you get immediate feedback on your product or service.	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1
A24364	We should end the use of economic sanctions	against	economic sanctions are an effective way to limit the ability of corrupt governments	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0
A24366	We should ban algorithmic trading	in favor of	algorithmic trading is unfair because traders with faster computers and better connections to the market will have an advantage over others.	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
A24370	We should ban algorithmic trading	in favor of	we should ban algorithmic trading because algorithms don't always work and will cause people to lose a lot of money	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
